gender,age,height,weight,region,hukou,education,health,appearance,iq,family_bg,assets,income
男,38.1,177.9,79.0,三线城市,农村户籍,1.3,较差,42.4,92.3,富裕,4.69,2438.11
男,28.2,167.1,61.5,三线城市,农村户籍,4.5,良好,84.0,127.0,富裕,1.08,755754425.71
男,29.0,171.4,58.8,二线城市,一线户籍,3.5,一般,70.8,87.3,工薪,12.96,38391.32
男,18.0,178.5,85.9,三线城市,农村户籍,4.4,一般,55.5,106.9,工薪,1.68,177.52
女,40.8,165.3,61.6,二线城市,三线户籍,8.4,良好,56.9,100.2,困难,12.55,222468.34
男,36.3,154.0,69.7,二线城市,二线户籍,9.0,良好,49.5,95.5,困难,5.82,64424.77
女,37.2,157.0,67.7,三线城市,农村户籍,5.4,良好,58.4,113.4,工薪,13.41,3993868356224.25
男,20.2,177.9,63.6,二线城市,二线户籍,6.0,良好,59.1,86.4,困难,150.72,27256.2
男,24.9,176.9,86.6,三线城市,农村户籍,7.6,良好,62.4,108.6,中产,7.02,1756009983.99
女,24.4,161.2,51.6,农村地区,二线户籍,7.2,良好,77.1,106.8,工薪,8.3,562899577.22
女,35.3,151.9,64.8,二线城市,二线户籍,9.5,良好,51.6,93.7,中产,4.59,5119409011701135.0
女,28.8,162.1,66.9,三线城市,三线户籍,6.8,优秀,90.3,82.2,工薪,50.88,146248925953.66
女,34.3,160.8,70.8,一线城市,三线户籍,9.8,优秀,63.0,94.4,工薪,38.98,5012419776.25
男,32.6,165.1,80.3,三线城市,一线户籍,4.5,良好,70.4,91.1,中产,29.95,210846.41
女,32.6,168.5,48.4,农村地区,一线户籍,6.7,良好,58.3,110.2,中产,31.43,695154090.86
男,29.7,171.9,57.1,一线城市,农村户籍,10.0,优秀,52.4,102.9,工薪,36.16,53914656.53
男,19.1,161.9,77.3,农村地区,三线户籍,10.0,良好,65.3,114.4,工薪,5.61,43.18
男,24.4,170.7,51.4,三线城市,农村户籍,4.2,优秀,57.5,94.4,中产,15.1,1632037.0
女,37.6,154.1,58.8,三线城市,农村户籍,0.7,一般,83.6,110.5,困难,38.37,120.44
男,39.7,172.8,68.2,农村地区,农村户籍,5.6,一般,65.5,87.9,中产,5.52,308184.63
女,43.8,157.1,48.2,农村地区,农村户籍,6.8,良好,55.8,91.6,中产,10.49,6001853718.45
女,27.3,157.6,49.6,二线城市,二线户籍,10.0,良好,68.6,83.0,工薪,5.93,135932941.21
女,24.4,158.1,51.0,三线城市,一线户籍,5.4,一般,49.0,97.7,困难,31.3,3035336823.3
男,18.0,176.9,74.9,三线城市,二线户籍,7.6,良好,85.8,70.0,工薪,27.86,664250.26
男,18.5,176.4,67.4,三线城市,一线户籍,7.3,优秀,60.8,84.1,工薪,1.13,989308711.99
男,41.3,166.0,86.0,三线城市,三线户籍,5.2,良好,86.8,99.9,工薪,272.4,13892522.52
女,28.1,165.9,40.0,一线城市,三线户籍,4.8,较差,77.6,95.4,中产,99.76,9026031.25
男,18.0,182.5,64.3,二线城市,三线户籍,1.0,一般,42.3,112.2,工薪,5.69,328348603.85
女,33.6,155.7,52.4,三线城市,农村户籍,5.6,良好,61.0,88.0,中产,60.08,38940759921.05
男,36.6,170.4,63.8,农村地区,三线户籍,7.2,优秀,52.6,110.1,困难,8.76,122920.89
男,30.9,170.3,74.6,三线城市,农村户籍,0.3,良好,38.5,105.8,工薪,18.28,1645083.1
男,18.0,176.7,74.6,农村地区,农村户籍,9.7,一般,44.6,92.4,困难,9.93,192225620.43
女,37.4,166.5,59.8,二线城市,农村户籍,4.3,良好,68.7,107.3,工薪,46.93,30.57
男,31.6,169.8,66.2,二线城市,二线户籍,4.8,良好,58.9,88.9,中产,5.25,425535742.24
男,31.8,176.3,84.8,三线城市,二线户籍,4.8,较差,71.2,99.4,工薪,41.17,256.14
女,18.0,157.8,49.8,一线城市,三线户籍,8.6,良好,24.8,99.9,中产,9.53,1.7476821676429918e+16
男,29.1,167.9,63.0,二线城市,农村户籍,8.3,良好,62.4,88.6,工薪,12.09,3.78
女,22.3,167.0,52.5,二线城市,三线户籍,10.0,较差,67.8,100.1,中产,27.79,50736206.78
女,27.3,156.1,54.2,一线城市,二线户籍,7.8,优秀,58.5,85.1,工薪,24.05,2021.16
女,41.0,156.5,55.1,二线城市,二线户籍,7.2,较差,68.9,88.7,中产,41.75,3.8177495146957896e+16
女,35.2,155.0,56.7,农村地区,农村户籍,6.4,良好,75.9,96.4,工薪,21.17,0.44
男,27.9,166.9,60.5,一线城市,农村户籍,5.3,优秀,47.9,127.5,中产,165.07,95125.24
男,35.7,173.2,74.9,三线城市,二线户籍,10.0,优秀,73.0,77.8,困难,3.32,209720.73
女,42.8,154.3,69.7,三线城市,三线户籍,4.3,优秀,61.1,125.7,工薪,53.49,112709.58
女,26.6,163.4,60.3,三线城市,三线户籍,3.9,优秀,48.8,83.7,富裕,1.31,180250545780.35
女,30.5,161.4,65.6,一线城市,农村户籍,5.9,良好,68.7,86.9,富裕,14.4,20.2
女,29.9,164.0,55.7,农村地区,农村户籍,7.3,优秀,71.5,88.8,工薪,36.01,278.68
男,35.4,164.3,69.7,三线城市,农村户籍,0.0,良好,79.8,102.0,工薪,1.86,8970659.04
男,31.2,176.0,67.4,三线城市,三线户籍,8.6,优秀,71.8,106.7,工薪,11.99,1162173409.08
女,30.3,160.6,55.8,三线城市,一线户籍,4.9,良好,57.9,97.3,工薪,12.07,40931598514.56
男,31.6,169.2,68.1,二线城市,农村户籍,6.7,优秀,62.0,102.0,富裕,25.78,9.64424346977887e+17
女,37.3,155.5,64.6,一线城市,二线户籍,7.9,优秀,71.9,88.8,富裕,5.79,6056282549.84
女,27.5,164.4,52.8,农村地区,二线户籍,2.4,优秀,73.1,104.8,工薪,0.78,279968204.43
女,35.6,160.4,51.6,三线城市,三线户籍,6.9,一般,44.9,85.5,困难,1.11,801.74
女,35.6,161.4,54.7,农村地区,农村户籍,4.2,一般,80.0,102.1,富裕,73.26,962121.71
男,29.0,159.9,79.3,三线城市,二线户籍,5.4,良好,37.8,99.9,困难,12.68,7.17
男,18.0,187.1,63.2,三线城市,三线户籍,4.6,较差,48.4,88.6,困难,36.2,100718538.62
男,29.7,174.8,70.7,二线城市,三线户籍,7.4,良好,53.0,112.3,中产,3.35,53393.0
男,28.0,170.0,80.4,二线城市,二线户籍,8.1,良好,62.5,100.9,困难,81.83,204.12
男,32.2,168.5,55.2,二线城市,农村户籍,10.0,一般,54.2,123.5,中产,4.94,28217597.05
女,30.1,154.8,65.2,二线城市,二线户籍,4.6,一般,59.3,99.1,中产,23.88,0.0
男,25.7,172.8,74.8,二线城市,三线户籍,10.0,良好,47.4,104.3,困难,33.72,1509222.23
女,28.3,156.6,65.4,三线城市,三线户籍,5.0,优秀,77.6,115.6,工薪,11.45,578130180.61
女,30.3,159.3,58.8,一线城市,三线户籍,7.5,较差,49.2,91.0,工薪,10.19,40.49
女,34.6,159.6,46.7,农村地区,二线户籍,5.7,良好,57.4,80.2,工薪,20.01,5.988918671803278e+17
女,38.1,158.1,54.4,三线城市,农村户籍,7.4,良好,36.4,101.5,工薪,74.79,2259350.94
男,21.0,178.5,69.3,二线城市,三线户籍,4.8,较差,49.6,99.4,工薪,4.48,4951026724479.33
男,28.7,176.4,78.5,农村地区,农村户籍,7.1,优秀,53.5,111.7,困难,10.67,30212837.94
男,30.0,170.3,55.4,一线城市,三线户籍,7.1,优秀,87.7,107.2,中产,5.11,128.15
女,24.3,163.6,40.1,二线城市,农村户籍,6.1,一般,42.4,73.8,工薪,8.42,3376822010.64
女,30.3,157.9,65.6,二线城市,一线户籍,9.8,一般,45.6,83.8,困难,6.58,60135.54
女,30.1,158.2,58.2,二线城市,二线户籍,8.8,较差,57.2,98.8,中产,7.77,645328.39
男,37.5,176.9,74.2,二线城市,三线户籍,5.8,优秀,43.7,91.4,工薪,41.8,0.37
男,21.3,185.2,53.1,二线城市,三线户籍,8.4,优秀,67.7,111.7,工薪,6.12,1400130176234203.5
男,25.7,166.8,76.1,二线城市,二线户籍,9.0,良好,82.5,95.4,中产,2.07,51087187188.3
女,21.7,154.5,57.0,二线城市,农村户籍,4.7,良好,65.3,70.0,中产,87.44,5057593.45
女,34.1,157.6,64.6,农村地区,三线户籍,7.3,优秀,67.6,109.1,工薪,48.88,6137825622.81
男,38.9,176.2,53.5,二线城市,二线户籍,3.7,良好,55.4,118.7,困难,18.06,97493813.5
女,29.2,164.7,41.3,二线城市,二线户籍,3.7,良好,72.8,120.0,富裕,22.32,12351.36
男,27.8,178.1,66.3,三线城市,三线户籍,10.0,良好,67.6,124.9,工薪,55.19,458.69
男,32.1,170.0,78.0,二线城市,二线户籍,4.1,良好,77.4,93.2,工薪,113.36,1583.78
女,33.5,161.1,55.3,三线城市,农村户籍,7.0,较差,48.1,93.8,困难,128.11,1.3165777448236498e+18
男,31.4,164.7,61.9,一线城市,三线户籍,3.3,一般,37.4,104.4,工薪,40.74,30844356130.8
男,28.0,166.9,61.9,二线城市,二线户籍,5.3,一般,59.5,98.8,困难,1.28,13088824478867.5
男,35.6,173.9,85.6,三线城市,三线户籍,9.0,优秀,58.1,122.1,工薪,13.28,0.01
男,18.7,163.9,76.2,农村地区,三线户籍,5.7,优秀,59.5,116.0,工薪,3.34,2485725706.01
男,30.1,168.7,79.3,二线城市,二线户籍,6.7,良好,79.1,87.8,中产,3.27,846835818.85
男,18.0,169.5,56.6,一线城市,农村户籍,3.7,较差,69.6,80.9,工薪,8.1,930724679266705.9
女,29.3,150.4,50.7,三线城市,二线户籍,4.5,优秀,74.7,103.2,中产,5.9,14915.11
男,37.0,173.8,79.4,一线城市,一线户籍,0.5,良好,56.3,83.5,困难,14.48,50099.43
男,20.2,158.5,75.8,二线城市,三线户籍,5.4,优秀,17.6,108.5,中产,5.01,22068.28
女,27.0,156.4,55.6,一线城市,农村户籍,6.9,优秀,73.2,112.6,中产,57.16,14270623620.28
女,29.6,162.6,55.0,二线城市,农村户籍,4.3,优秀,62.6,91.3,富裕,34.59,711.94
男,39.0,173.6,65.9,三线城市,农村户籍,4.1,良好,57.2,78.9,困难,8.03,0.17
男,26.1,175.6,56.2,三线城市,一线户籍,6.8,良好,36.1,120.5,工薪,30.2,1421296897.96
男,22.1,175.1,69.6,二线城市,三线户籍,4.7,良好,64.3,78.6,工薪,14.25,731428362.0
男,30.2,166.0,89.4,三线城市,农村户籍,5.6,良好,51.7,105.0,工薪,22.62,0.23
女,27.3,152.5,52.9,三线城市,二线户籍,3.7,良好,37.7,107.4,富裕,17.98,27.83
女,33.9,160.2,51.9,农村地区,三线户籍,10.0,一般,24.1,106.0,困难,171.7,19972.7
女,23.5,166.3,43.9,三线城市,农村户籍,6.2,良好,61.5,96.6,富裕,20.51,69254079717.8
女,24.6,169.4,48.9,三线城市,一线户籍,6.6,良好,57.0,125.6,工薪,4.32,37753483.09
女,31.4,155.3,61.7,二线城市,二线户籍,8.9,良好,42.8,105.5,工薪,30.82,47392.78
男,26.5,165.1,66.5,二线城市,三线户籍,3.4,优秀,64.7,98.1,中产,5.67,3717655728269568.0
女,40.9,168.0,56.4,农村地区,三线户籍,4.3,良好,67.6,101.3,富裕,32.5,315554.39
女,23.9,160.8,47.5,三线城市,二线户籍,1.9,优秀,71.8,103.2,工薪,17.24,2541685.82
男,42.5,164.9,69.3,一线城市,三线户籍,5.5,良好,41.4,97.7,富裕,5.17,5.04
男,18.0,161.4,60.9,三线城市,二线户籍,8.4,一般,80.0,94.4,工薪,19.31,60.95
男,30.6,178.4,75.9,三线城市,三线户籍,7.2,良好,37.8,102.4,工薪,13.27,387.07
男,40.4,167.0,55.1,二线城市,农村户籍,3.2,一般,68.7,130.2,工薪,3.07,324690.15
男,22.0,165.1,77.6,二线城市,三线户籍,5.0,良好,69.7,118.1,工薪,81.69,125802919028.25
女,45.2,164.8,48.9,三线城市,二线户籍,4.8,优秀,69.6,99.1,工薪,23.2,175.18
男,37.2,166.2,78.4,三线城市,一线户籍,10.0,优秀,67.2,110.9,工薪,6.92,733834237.31
男,26.2,179.0,72.7,二线城市,一线户籍,6.2,良好,65.4,102.7,中产,24.95,49544935649370.73
女,36.3,170.4,40.0,三线城市,二线户籍,8.3,优秀,68.1,102.6,富裕,23.59,19268833741.4
男,29.3,165.2,68.0,二线城市,农村户籍,6.1,优秀,67.4,107.8,困难,11.26,104815165.57
女,52.7,156.7,62.0,二线城市,农村户籍,7.4,一般,72.9,110.4,中产,2.21,1144430505.0
女,18.0,154.0,53.5,二线城市,二线户籍,7.2,优秀,58.9,86.3,中产,6.28,9793925.29
男,20.9,175.0,64.8,二线城市,三线户籍,6.0,良好,55.5,91.1,富裕,6.38,456547223637.16
女,18.3,166.0,62.8,一线城市,三线户籍,9.5,良好,25.0,109.2,中产,28.29,68077734354664.23
女,29.0,158.4,57.8,农村地区,二线户籍,8.7,优秀,72.5,108.9,中产,0.59,11756109.69
女,30.6,158.0,59.9,农村地区,三线户籍,7.5,良好,55.1,94.5,中产,5.05,3921273840.88
女,31.9,164.3,58.1,二线城市,二线户籍,9.1,良好,81.4,81.2,困难,3.45,1335.94
女,21.7,165.5,50.9,三线城市,一线户籍,8.2,优秀,59.4,107.8,工薪,10.63,344904048669.9
女,39.0,162.6,49.9,二线城市,三线户籍,5.3,较差,64.4,90.2,富裕,37.51,4640.08
男,29.6,176.0,82.3,农村地区,二线户籍,1.8,一般,78.0,95.9,困难,262.93,7887.88
男,20.4,171.2,67.5,一线城市,一线户籍,1.3,良好,72.3,103.6,富裕,35.96,41259.66
男,21.7,170.5,73.9,三线城市,农村户籍,9.2,一般,61.1,91.2,中产,8.34,384228851232.05
女,21.3,168.4,55.1,农村地区,三线户籍,6.5,良好,55.3,140.0,工薪,42.95,5371477.44
女,32.0,160.7,58.5,一线城市,二线户籍,2.1,良好,81.9,119.9,富裕,2.78,84886950.78
女,19.0,163.3,53.0,二线城市,三线户籍,6.3,优秀,70.9,97.8,工薪,4.74,349734.44
女,18.0,157.5,48.9,一线城市,二线户籍,9.4,优秀,67.3,111.5,中产,16.47,1039.43
女,29.8,153.7,57.0,二线城市,三线户籍,6.9,良好,64.9,100.9,工薪,25.27,8661191.6
男,18.0,175.1,45.0,三线城市,二线户籍,8.3,较差,51.4,70.0,困难,43.44,4551436566.95
男,39.3,168.4,60.1,二线城市,二线户籍,6.1,良好,67.8,106.2,中产,26.19,0.57
女,32.9,165.5,59.2,三线城市,三线户籍,5.3,一般,71.6,118.1,工薪,83.79,14004.43
男,28.6,162.1,74.2,二线城市,二线户籍,6.4,良好,78.1,93.1,工薪,9.0,4072358.85
女,31.0,160.4,53.4,三线城市,农村户籍,3.2,良好,60.0,90.9,中产,12.7,127.79
男,37.2,174.2,64.8,二线城市,二线户籍,10.0,一般,65.0,101.5,工薪,1.62,5770949446.52
男,19.7,171.1,72.3,三线城市,三线户籍,4.2,较差,84.5,90.1,中产,9.55,35097134.77
男,30.5,164.8,70.5,三线城市,三线户籍,6.1,良好,55.7,125.7,中产,20.31,1182945506073832.8
男,25.1,161.2,49.9,二线城市,农村户籍,9.7,良好,52.5,89.9,困难,28.21,592.69
女,36.0,164.2,58.2,二线城市,农村户籍,6.5,优秀,79.3,108.5,工薪,1.65,63244537.54
男,32.4,177.4,67.3,一线城市,三线户籍,9.2,良好,57.1,73.6,工薪,1.5,57.59
男,30.0,168.3,69.0,三线城市,二线户籍,7.1,良好,60.6,93.6,工薪,18.39,345834641.81
女,34.2,158.4,59.4,农村地区,三线户籍,5.6,良好,74.1,94.2,中产,20.98,298421.02
男,30.4,185.7,67.9,三线城市,农村户籍,4.1,优秀,83.5,107.5,困难,4.81,157.87
女,30.9,158.4,53.9,二线城市,农村户籍,6.4,优秀,62.2,86.0,中产,8.25,229148.75
男,37.2,172.5,74.2,三线城市,三线户籍,9.8,优秀,64.3,84.0,富裕,8.82,142.14
女,29.3,158.0,56.7,二线城市,三线户籍,2.3,一般,69.3,80.0,工薪,15.59,34716.94
男,30.3,171.8,73.3,三线城市,农村户籍,5.5,优秀,60.5,70.6,中产,1.9,107855768.61
男,29.1,175.4,78.1,农村地区,一线户籍,6.8,较差,61.8,81.5,中产,11.16,36723886.01
女,18.0,156.8,47.3,二线城市,农村户籍,6.0,良好,82.8,111.0,工薪,16.01,2121.65
男,21.5,167.7,56.1,二线城市,三线户籍,4.4,良好,61.7,140.0,中产,324.67,130807.05
女,18.2,156.5,67.0,三线城市,农村户籍,7.0,优秀,58.0,94.9,富裕,18.62,21760318.25
女,23.9,160.0,59.2,三线城市,农村户籍,3.5,一般,90.9,102.8,富裕,37.56,26561211.02
男,24.8,167.8,89.7,三线城市,三线户籍,2.3,良好,72.9,98.3,困难,8.47,13967.13
女,44.9,152.8,57.3,三线城市,三线户籍,5.3,良好,69.2,135.9,工薪,1.63,122.38
男,22.1,171.0,73.9,三线城市,二线户籍,6.6,良好,58.2,88.9,困难,4.25,31969445868.97
女,34.5,152.0,55.8,农村地区,农村户籍,5.1,一般,38.4,80.9,工薪,19.03,9888724.29
女,35.6,159.8,64.2,二线城市,二线户籍,10.0,良好,74.4,102.3,困难,2.98,9806.77
女,31.7,158.9,56.8,一线城市,三线户籍,8.6,良好,61.3,95.3,中产,31.78,15959771.89
女,37.1,148.2,55.6,二线城市,一线户籍,5.2,良好,75.3,100.9,困难,10.02,6283240966.37
女,29.1,156.2,57.6,农村地区,一线户籍,3.6,优秀,57.9,106.8,中产,66.45,45214431327958.9
女,36.1,169.9,74.1,二线城市,三线户籍,6.7,良好,45.8,113.6,中产,15.68,709696797.88
女,43.7,162.8,61.3,二线城市,农村户籍,3.2,良好,57.9,120.7,中产,29.84,421856206.76
女,37.6,165.9,62.3,一线城市,二线户籍,1.7,一般,50.1,91.2,工薪,4.44,120085525690663.42
男,31.1,187.1,61.3,三线城市,三线户籍,2.7,优秀,59.8,95.6,中产,54.67,26.34
女,29.1,166.3,60.8,二线城市,农村户籍,1.4,一般,74.3,91.1,工薪,18.46,6478105.12
女,35.1,157.2,52.1,二线城市,农村户籍,6.2,较差,94.3,100.2,中产,3.87,82393464.15
男,35.8,170.7,66.6,二线城市,农村户籍,1.0,良好,49.0,89.1,困难,50.63,47.54
男,21.8,176.1,94.3,二线城市,二线户籍,4.3,良好,85.2,109.8,中产,13.23,27422.93
男,34.3,180.3,57.0,三线城市,二线户籍,6.4,良好,79.3,88.1,中产,13.11,0.14
男,24.0,176.2,60.1,三线城市,二线户籍,8.8,优秀,52.9,98.6,困难,29.96,2805.57
男,18.0,179.4,57.6,三线城市,农村户籍,10.0,良好,57.3,103.8,工薪,5.31,438830194.06
女,31.1,162.1,49.1,三线城市,一线户籍,8.5,优秀,56.4,96.9,工薪,6.93,189190.38
男,29.1,182.5,75.6,三线城市,农村户籍,4.8,良好,16.9,89.1,困难,28.76,40385758037.52
男,38.0,169.0,77.0,农村地区,三线户籍,3.6,一般,50.0,89.4,工薪,44.52,25.7
男,21.2,172.8,60.8,三线城市,农村户籍,4.8,较差,90.5,93.8,中产,53.49,30133.56
女,26.8,161.2,63.8,二线城市,一线户籍,9.9,一般,50.8,101.9,中产,19.63,6188658869.35
男,28.1,160.0,85.6,二线城市,农村户籍,10.0,良好,72.0,106.7,中产,6.03,93.36
女,30.3,162.9,54.2,二线城市,二线户籍,8.9,较差,52.3,102.5,工薪,45.06,96808812169.92
女,26.6,159.6,51.4,三线城市,农村户籍,9.5,较差,40.3,107.0,困难,29.19,788973.7
女,19.1,159.2,51.2,二线城市,二线户籍,10.0,优秀,59.7,93.2,中产,79.44,96717.19
女,18.4,149.6,52.1,二线城市,三线户籍,3.0,优秀,68.6,113.1,富裕,31.39,213684529492.24
女,27.6,163.5,61.6,三线城市,二线户籍,3.4,良好,82.5,93.3,困难,76.4,129700624.69
男,28.0,180.0,66.7,二线城市,三线户籍,6.1,良好,64.1,91.3,中产,0.38,494933880809.45
女,47.2,156.2,54.0,二线城市,农村户籍,7.6,优秀,72.9,90.4,工薪,50.14,1979666189282.83
男,42.5,160.5,62.1,二线城市,农村户籍,8.6,良好,51.8,92.2,中产,13.75,558860198.44
男,20.1,178.2,67.0,三线城市,三线户籍,7.9,良好,36.1,121.6,工薪,15.2,447.39
女,38.0,167.1,63.1,三线城市,三线户籍,10.0,优秀,53.7,92.5,中产,17.88,525971.49
女,39.3,158.7,66.2,二线城市,二线户籍,4.4,良好,79.7,108.0,中产,9.38,19500.79
男,43.2,180.2,62.3,三线城市,农村户籍,9.3,优秀,50.3,83.9,困难,9.66,1148002.18
男,25.2,179.0,83.8,三线城市,农村户籍,5.8,良好,72.1,97.3,中产,28.71,27078260790.05
女,32.2,159.4,54.5,农村地区,三线户籍,4.1,一般,38.0,109.8,工薪,35.79,5658124580.36
男,22.2,170.7,50.5,三线城市,三线户籍,6.3,良好,58.4,84.0,中产,30.0,591200409.28
男,35.4,171.0,84.5,三线城市,农村户籍,8.9,一般,60.7,79.0,困难,1.0,0.75
男,30.1,169.6,53.5,三线城市,一线户籍,10.0,一般,63.4,96.7,工薪,0.41,51.36
女,24.5,160.0,56.6,二线城市,三线户籍,5.7,良好,51.3,113.5,富裕,10.87,7.56
女,25.5,167.3,54.5,二线城市,二线户籍,8.1,优秀,61.2,97.3,中产,11.56,168144628.29
男,28.9,164.3,78.7,二线城市,二线户籍,5.2,良好,59.9,117.5,工薪,12.24,726494382.97
女,18.0,164.1,62.4,二线城市,三线户籍,8.3,优秀,94.1,111.4,中产,8.89,46.84
男,26.9,177.0,67.3,二线城市,二线户籍,3.1,优秀,75.4,89.9,工薪,3.31,27533272.73
男,18.0,163.3,81.3,农村地区,二线户籍,7.4,一般,75.7,80.1,富裕,18.56,93.46
男,31.1,178.7,90.7,农村地区,三线户籍,8.8,良好,65.2,111.3,工薪,3.01,24800.95
女,28.3,156.7,52.9,三线城市,农村户籍,8.4,优秀,42.9,91.2,困难,9.77,43310519.59
男,21.5,164.8,84.8,农村地区,三线户籍,8.6,良好,54.4,82.8,工薪,6.71,760351878.25
男,22.1,179.7,61.6,三线城市,三线户籍,4.9,良好,68.0,108.0,困难,727.53,149224.07
男,35.8,177.6,72.2,三线城市,二线户籍,7.4,一般,41.5,86.7,工薪,8.29,138501609353.0
男,18.1,183.6,69.5,三线城市,农村户籍,7.1,优秀,47.7,115.8,中产,9.26,0.07
男,21.9,170.1,85.7,三线城市,一线户籍,9.5,较差,61.8,118.1,中产,81.38,7632884.2
男,25.6,189.7,60.0,农村地区,三线户籍,10.0,优秀,81.2,70.0,困难,30.52,465074.25
男,33.9,168.3,65.5,农村地区,农村户籍,5.2,一般,68.2,101.4,中产,11.01,0.48
女,42.3,162.1,40.0,三线城市,二线户籍,10.0,良好,73.3,118.7,中产,11.15,1799.27
男,37.8,182.0,72.2,农村地区,农村户籍,5.8,良好,42.9,80.4,中产,4.1,105609083.16
女,31.7,158.1,51.7,农村地区,二线户籍,8.8,优秀,60.5,100.0,工薪,0.84,1839377180924.75
男,31.8,165.2,51.1,三线城市,三线户籍,6.6,优秀,51.4,80.8,工薪,17.25,163.74
女,32.6,158.3,45.5,农村地区,一线户籍,6.4,良好,66.9,110.4,工薪,17.88,643200618.02
女,20.9,157.5,46.8,农村地区,农村户籍,4.3,良好,63.0,70.0,中产,20.64,2045954167.02
男,29.1,167.8,84.0,农村地区,三线户籍,8.0,较差,51.3,112.7,工薪,30.8,0.29
女,21.8,149.9,45.9,一线城市,三线户籍,4.5,较差,53.7,115.0,工薪,51.33,174746.51
女,20.4,159.8,43.5,三线城市,三线户籍,2.1,优秀,57.9,90.1,工薪,9.81,18543720.18
女,40.1,153.9,55.4,三线城市,农村户籍,10.0,良好,55.2,75.1,富裕,33.4,206978.26
男,27.9,169.2,75.0,三线城市,三线户籍,4.9,良好,36.6,86.6,工薪,7.56,9768.67
女,29.6,160.7,41.8,一线城市,二线户籍,5.5,较差,40.9,104.4,中产,4.53,2568.15
男,34.7,179.7,83.3,二线城市,农村户籍,3.2,优秀,64.2,113.0,工薪,19.42,1995476.31
女,25.6,158.8,54.5,三线城市,农村户籍,7.3,良好,56.7,102.7,工薪,40.49,2714.63
男,24.2,171.2,76.0,一线城市,一线户籍,3.7,优秀,59.9,117.7,工薪,26.06,0.0
女,28.9,167.7,50.5,三线城市,三线户籍,3.9,优秀,49.7,86.1,富裕,2.54,2794198036098.91
男,25.2,172.9,64.3,三线城市,三线户籍,9.3,良好,77.8,93.6,工薪,7.59,185249.16
男,34.1,162.9,65.9,二线城市,三线户籍,7.4,较差,52.4,95.9,中产,7.12,201864.68
男,34.8,169.8,66.3,二线城市,二线户籍,4.7,优秀,100.0,120.8,困难,63.87,105.95
男,34.7,160.3,61.7,三线城市,农村户籍,4.1,良好,80.6,93.2,工薪,4.14,1461081245.81
女,34.2,160.0,55.0,三线城市,农村户籍,2.4,一般,69.6,92.7,中产,172.67,161947.28
女,28.9,167.2,67.5,三线城市,三线户籍,7.1,良好,61.2,75.8,困难,8.14,28963050431576.2
男,18.0,178.0,76.8,三线城市,农村户籍,5.1,良好,42.8,79.3,工薪,11.95,0.0
女,32.5,157.2,52.7,农村地区,农村户籍,8.2,较差,52.4,102.6,困难,16.79,1267031100778.18
男,26.5,169.2,77.3,三线城市,一线户籍,6.8,良好,54.3,104.0,富裕,54.08,99260.96
女,24.9,160.3,56.7,二线城市,三线户籍,3.5,良好,29.2,119.0,中产,22.1,122682480.15
男,27.8,164.8,71.3,农村地区,农村户籍,4.8,优秀,59.0,84.5,困难,77.88,3003.94
男,34.4,156.7,61.6,三线城市,二线户籍,5.7,良好,72.7,72.9,工薪,29.29,5478.62
女,31.9,167.0,70.1,一线城市,二线户籍,5.0,较差,22.0,81.4,中产,6.49,103657.62
女,18.0,161.3,47.5,二线城市,二线户籍,8.5,一般,73.6,106.9,工薪,9.78,10.34
男,30.9,163.9,75.0,农村地区,农村户籍,2.6,优秀,35.4,89.1,工薪,12.65,3949.43
女,29.3,163.4,53.8,二线城市,三线户籍,6.8,较差,48.7,91.5,中产,63.65,1717353707173140.8
男,23.6,171.4,66.8,农村地区,农村户籍,1.8,优秀,84.4,100.3,中产,1.76,114.26
女,19.3,158.8,50.5,农村地区,一线户籍,6.0,优秀,55.6,81.1,工薪,26.45,410631503.96
女,25.7,154.7,50.0,二线城市,二线户籍,2.3,良好,56.1,117.5,工薪,33.6,445616479054.3
女,18.0,147.0,45.1,三线城市,三线户籍,6.3,良好,74.9,101.6,富裕,64.74,13226694080.37
女,27.2,159.5,51.7,三线城市,农村户籍,9.9,良好,50.4,112.7,中产,4.34,721.82
女,23.1,159.8,46.8,三线城市,农村户籍,6.0,较差,64.1,114.2,富裕,13.61,2451550402144.09
男,29.2,170.6,68.1,二线城市,二线户籍,8.1,良好,64.5,92.2,工薪,5.02,30792533.84
男,23.3,171.8,70.9,二线城市,农村户籍,4.7,一般,48.8,75.7,中产,18.36,25111067368.54
女,24.9,160.0,61.6,三线城市,三线户籍,7.3,良好,68.2,78.1,富裕,3.53,0.0
女,22.4,162.0,61.3,农村地区,一线户籍,5.7,良好,82.2,89.2,中产,13.2,0.0
男,18.0,170.8,70.6,农村地区,农村户籍,8.2,优秀,46.9,106.2,富裕,32.09,1551958935158.16
女,31.8,158.2,55.6,三线城市,农村户籍,4.0,良好,54.8,84.2,富裕,11.61,8748.85
男,33.2,178.8,61.7,三线城市,农村户籍,7.1,优秀,64.7,70.0,工薪,31.08,1803158.37
男,33.2,165.6,84.7,二线城市,农村户籍,8.1,一般,55.1,80.4,工薪,37.21,73594695.71
男,39.0,173.5,73.7,一线城市,农村户籍,4.6,优秀,85.2,95.3,工薪,6.83,2421.97
女,37.2,159.5,56.1,农村地区,三线户籍,8.8,较差,19.6,95.9,工薪,9.31,2635992586.72
